Name;Organisation;Country;Pays;Pais;URL;Description;Location;Latitude;Longitude;has_issue;issue_type;code_en;code_fr;country_slug;code_es
Northwest Indiana Public Safety Data Consortium;Northwest Indiana Public Safety Data Consortium;United States;Etats-Unis;Estados Unidos de América;http://publicinformation.nwipsdc.org;Arcgis OpenData Portal;38.1454963093, -95.2214201167;38.14549631;-95.22142012;;;United States - Northwest Indiana Public Safety Data Consortium;Etats-Unis - Northwest Indiana Public Safety Data Consortium;united-states;Estados Unidos de América - Northwest Indiana Public Safety Data Consortium
Paul Doherty GIS;Paul Doherty GIS;United States;Etats-Unis;Estados Unidos de América;http://data.pjdohertymaps.opendata.arcgis.com;Arcgis OpenData Portal;38.1454963093, -95.2214201167;38.14549631;-95.22142012;TRUE;dummy;United States - Paul Doherty GIS;Etats-Unis - Paul Doherty GIS;united-states;Estados Unidos de América - Paul Doherty GIS
Blue Raster;Blue Raster;United States;Etats-Unis;Estados Unidos de América;http://data.blueraster.opendata.arcgis.com;Arcgis OpenData Portal;38.1454963093, -95.2214201167;38.14549631;-95.22142012;TRUE;dummy;United States - Blue Raster;Etats-Unis - Blue Raster;united-states;Estados Unidos de América - Blue Raster
NCEI Open Data;NCEI Open Data;United States;Etats-Unis;Estados Unidos de América;http://ncei.noaa.opendata.arcgis.com;Arcgis OpenData Portal;38.1454963093, -95.2214201167;38.14549631;-95.22142012;FALSE;;United States - NCEI Open Data;Etats-Unis - NCEI Open Data;united-states;Estados Unidos de América - NCEI Open Data
Chesterbrook Open Data;Chesterbrook Open Data;United States;Etats-Unis;Estados Unidos de América;http://data1.countysandbox.opendata.arcgis.com;Arcgis OpenData Portal;35.3732166523, -119.019;35.37321665;-119019;;;United States - Chesterbrook Open Data;Etats-Unis - Chesterbrook Open Data;united-states;Estados Unidos de América - Chesterbrook Open Data
US Census Bureau;US Census Bureau;United States;Etats-Unis;Estados Unidos de América;http://census.dcdev.opendata.arcgis.com;Arcgis OpenData Portal;37.9461909339, -96.2401015625;37.94619093;-96.24010156;;;United States - US Census Bureau;Etats-Unis - US Census Bureau;united-states;Estados Unidos de América - US Census Bureau
California County;State Of California;Canada;Canada;Canadá;http://www.data.ca.gov;Access raw State data files, databases, geographic data, and other data sources from the State of California;37.2502247, -119.7512643;37.2502247;-119.7512643;;;Canada - California County;Canada - California County;canada;Canadá - California County
Santa Cruz County, Ca - Gis;United States;United States;Etats-Unis;Estados Unidos de América;http://www.co.santa-cruz.ca.us/Departments/GeographicInformationSystems%28GIS%29.aspx;;37.03, -122.01;37.03;-122.01;;;United States - Santa Cruz County, Ca - Gis;Etats-Unis - Santa Cruz County, Ca - Gis;united-states;Estados Unidos de América - Santa Cruz County, Ca - Gis
Rotterdam Open Data Store;Rotterdam Open Data;Netherlands;Pays-Bas;Países Bajos;http://www.rotterdamopendata.nl/;"Open Data from the city of Rotterdam, Netherlands. A project of the University of Rotterdam, the city of Rotterdam, and local companies. 

Rotterdam Open Data is built using the CKAN data catalogue as a back-end to Liferay CMS. The CKAN catalogue can be accessed directly at http://data.rotterdamopendata.nl/.";51.9225, 4.479167;51.9225;4.479167;;;Netherlands - Rotterdam Open Data Store;Pays-Bas - Rotterdam Open Data Store;netherlands;Países Bajos - Rotterdam Open Data Store
Esri Nederland;Esri Nederland;Netherlands;Pays-Bas;Países Bajos;http://data1.jraemaekers.opendata.arcgis.com;Arcgis OpenData Portal;52.1747534173, 5.29302636763;52.17475342;5.293026368;TRUE;dummy;Netherlands - Esri Nederland;Pays-Bas - Esri Nederland;netherlands;Países Bajos - Esri Nederland
Dane Publiczne;Polish Gov;Poland;Pologne;Polonia;https://danepubliczne.gov.pl/en/;public administration, budget, education, agriculture, business, society, sport and tourisn, environment, employment and social assistance;51.8334948, 14.6475536;51.8334948;14.6475536;FALSE;;Poland - Dane Publiczne;Pologne - Dane Publiczne;poland;Polonia - Dane Publiczne
Saanich, Bc;District Of Saanich;Canada;Canada;Canadá;http://www.saanich.ca/data/catalogue/index.php;You may send feedback via [email](mailto:opendata@saanich.ca). Uses its [own license](http://www.saanich.ca/data/licence.html).;48.549638795, -123.369314466;48.5496388;-123.3693145;;;Canada - Saanich, Bc;Canada - Saanich, Bc;canada;Canadá - Saanich, Bc
ISIDORE;CNRS;France;France;Francia;http://www.rechercheisidore.fr;sciences, social sciences, humanities;48.8476037, 2.2618047;48.8476037;2.2618047;FALSE;;France - ISIDORE;France - ISIDORE;france;Francia - ISIDORE
Department Of Transportation;United Kingdom;United Kingdom;Royaume-Uni;Reino Unido;http://www.gov.uk/government/collections/vehicles-statistics;;51.5, -0.11667;51.5;-0.11667;;;United Kingdom - Department Of Transportation;Royaume-Uni - Department Of Transportation;united-kingdom;Reino Unido - Department Of Transportation
Your Ville;Your Ville;Canada;Canada;Canadá;http://data1.esric-busdev.opendata.arcgis.com;Arcgis OpenData Portal;51.3626118827, -113.977923962;51.36261188;-113.977924;;;Canada - Your Ville;Canada - Your Ville;canada;Canadá - Your Ville
Štatistický Úrad Sr;Slovak Republic;Slovak Republic;Slovaquie;Eslovaquia;http://portal.statistics.sk;;48.15, 17.1167;48.15;17.1167;;;Slovak Republic - Štatistický Úrad Sr;Slovaquie - Štatistický Úrad Sr;slovak-republic;Eslovaquia - Štatistický Úrad Sr
Southampton;Southampton;United Kingdom;Royaume-Uni;Reino Unido;http://data.southampton.ac.uk/;;50.9167316, -1.4707043;50.9167316;-1.4707043;;;United Kingdom - Southampton;Royaume-Uni - Southampton;united-kingdom;Reino Unido - Southampton
Ukrainian Geologists;Ukraine;Ukraine;Ukraine;Ucrania;http://geolog.org.ua;;50.45, 30.5233;50.45;30.5233;;;Ukraine - Ukrainian Geologists;Ukraine - Ukrainian Geologists;ukraine;Ucrania - Ukrainian Geologists
Dutch National Data portal;Netherlands;Netherlands;Pays-Bas;Países Bajos;http://data.overheid.nl;Overheid.nl is the central access point to all information about / from government organisations of the Netherlands. Data.overheid.nl (launched 2011) is the central register for all government data sets.;52.3167, 5.55;52.3167;5.55;;;Netherlands - Dutch National Data portal;Pays-Bas - Dutch National Data portal;netherlands;Países Bajos - Dutch National Data portal
Prince George, British Columbia;City Of Prince George;Canada;Canada;Canadá;http://princegeorge.ca/cityservices/online/odc/pages/documents.aspx;Adapted the [Vancouver license](http://princegeorge.ca/cityservices/online/odc/Pages/Terms.aspx) (roughly).;53.916603153, -122.753014555;53.91660315;-122.7530146;;;Canada - Prince George, British Columbia;Canada - Prince George, British Columbia;canada;Canadá - Prince George, British Columbia
Esri UK Government Portal;Esri UK Government Portal;United Kingdom;Royaume-Uni;Reino Unido;http://esriuk.govportal.opendata.arcgis.com;Arcgis OpenData Portal;54.6799652318, -2.91952467339;54.67996523;-2.919524673;;;United Kingdom - Esri UK Government Portal;Royaume-Uni - Esri UK Government Portal;united-kingdom;Reino Unido - Esri UK Government Portal
Esri UK Bureau;Esri UK Bureau;United Kingdom;Royaume-Uni;Reino Unido;http://data.bureau.opendata.arcgis.com;Arcgis OpenData Portal;54.6799652318, -2.91952467339;54.67996523;-2.919524673;;;United Kingdom - Esri UK Bureau;Royaume-Uni - Esri UK Bureau;united-kingdom;Reino Unido - Esri UK Bureau
Openstreetmap;Openstreetmap Foundation;United Kingdom;Royaume-Uni;Reino Unido;http://www.openstreetmap.org;Wikipedia for geo data;52.4599336, -1.8706147;52.4599336;-1.8706147;;;United Kingdom - Openstreetmap;Royaume-Uni - Openstreetmap;united-kingdom;Reino Unido - Openstreetmap
Royal Netherlands Meteorological Institute;Netherlands;Netherlands;Pays-Bas;Países Bajos;http://knmi.nl/;;52.3167, 5.55;52.3167;5.55;;;Netherlands - Royal Netherlands Meteorological Institute;Pays-Bas - Royal Netherlands Meteorological Institute;netherlands;Países Bajos - Royal Netherlands Meteorological Institute
Land Registry And Mapping Agency;Netherlands;Netherlands;Pays-Bas;Países Bajos;http://kadaster.nl;;52.3167, 5.55;52.3167;5.55;;;Netherlands - Land Registry And Mapping Agency;Pays-Bas - Land Registry And Mapping Agency;netherlands;Países Bajos - Land Registry And Mapping Agency
Polish Official Statistics;Poland;Poland;Pologne;Polonia;http://stat.gov.pl;;52.2167, 21.0333;52.2167;21.0333;;;Poland - Polish Official Statistics;Pologne - Polish Official Statistics;poland;Polonia - Polish Official Statistics
Ministryof Environment,Forestand Climate Change-Open Data;Ministryof Environment,Forestand Climate Change-Open Data;Ethiopia;Ethiopie;Etiopía;http://data.mefcc.opendata.arcgis.com;Arcgis OpenData Portal;8.05401979364, 38.0;8.054019794;38;TRUE;dummy;Ethiopia - Ministryof Environment,Forestand Climate Change-Open Data;Ethiopie - Ministryof Environment,Forestand Climate Change-Open Data;ethiopia;Etiopía - Ministryof Environment,Forestand Climate Change-Open Data
Jussinopendatademosaitti;Jussinopendatademosaitti;Finland;Finlande;Finlandia;http://jussinopendata.esrifinland.opendata.arcgis.com;Arcgis OpenData Portal;64.1445241713, 26.1035;64.14452417;26.1035;;;Finland - Jussinopendatademosaitti;Finlande - Jussinopendatademosaitti;finland;Finlandia - Jussinopendatademosaitti
Sunnyshire Open Data;Sunnyshire Open Data;United Kingdom;Royaume-Uni;Reino Unido;http://sunnyshire.esriuk-aulg.opendata.arcgis.com;Arcgis OpenData Portal;55.9366692134, -3.1895;55.93666921;-3.1895;;;United Kingdom - Sunnyshire Open Data;Royaume-Uni - Sunnyshire Open Data;united-kingdom;Reino Unido - Sunnyshire Open Data
Avoin Data-Kopioi;Avoin Data-Kopioi;Finland;Finlande;Finlandia;http://avoindata-1.esrifinland.opendata.arcgis.com;Arcgis OpenData Portal;64.1445241713, 26.1035;64.14452417;26.1035;;;Finland - Avoin Data-Kopioi;Finlande - Avoin Data-Kopioi;finland;Finlandia - Avoin Data-Kopioi
Aberdeen City Open Data  Portal;United Kingdom;United Kingdom;Royaume-Uni;Reino Unido;http://opendata.aberdeencity.gov.uk;;57.1526, -2.11;57.1526;-2.11;;;United Kingdom - Aberdeen City Open Data  Portal;Royaume-Uni - Aberdeen City Open Data  Portal;united-kingdom;Reino Unido - Aberdeen City Open Data  Portal
Öppnadata;Öppnadata;Sweden;Suède;Suecia;http://trafikochparkeringsdata.karlskrona.opendata.arcgis.com;Arcgis OpenData Portal;56.1626394301, 15.5865270036;56.16263943;15.586527;;;Sweden - Öppnadata;Suède - Öppnadata;sweden;Suecia - Öppnadata
Geo BC;Geo BC;Canada;Canada;Canadá;http://publicdata.bcgov03.opendata.arcgis.com;Arcgis OpenData Portal;55.8193090812, -125.023890625;55.81930908;-125.0238906;;;Canada - Geo BC;Canada - Geo BC;canada;Canadá - Geo BC
Esri South Africa Professional Services;Esri South Africa Professional Services;South Africa;Afrique du Sud;Sudáfrica;http://data.esriza-ps.opendata.arcgis.com;Arcgis OpenData Portal;-28.8885186988, 23.6425;-28.8885187;23.6425;TRUE;dummy;South Africa - Esri South Africa Professional Services;Afrique du Sud - Esri South Africa Professional Services;south-africa;Sudáfrica - Esri South Africa Professional Services
Unesco/international Oceanographic Data And Information Exchange - Ocean Data Portal;United Nations;United States;Etats-Unis;Estados Unidos de América;http://oceandataportal.net/portal;;40.749, -73.968;40749;-73968;;;United States - Unesco/international Oceanographic Data And Information Exchange - Ocean Data Portal;Etats-Unis - Unesco/international Oceanographic Data And Information Exchange - Ocean Data Portal;united-states;Estados Unidos de América - Unesco/international Oceanographic Data And Information Exchange - Ocean Data Portal
Democratic Republic Of The Congo Open Data;Congo, Democratic Republic Of The;Congo, Democratic Republic Of The;République démocratique du Congo;Republica Democratica de Congo;http://drcongo.opendataforafrica.org/;;-2.88, 23.656;-2.88;23656;;;Congo, Democratic Republic Of The - Democratic Republic Of The Congo Open Data;République démocratique du Congo - Democratic Republic Of The Congo Open Data;congo-democratic-republic-of-the;Republica Democratica de Congo - Democratic Republic Of The Congo Open Data
Department Of Economic And Social Affairs;United Nations;United States;Etats-Unis;Estados Unidos de América;http://esa.un.org/unpd/wpp/;;40.749, -73.968;40749;-73968;;;United States - Department Of Economic And Social Affairs;Etats-Unis - Department Of Economic And Social Affairs;united-states;Estados Unidos de América - Department Of Economic And Social Affairs
Open Data For Kenya Development Bank Group Open Data;Kenya;Kenya;Kenya;Kenia;http://kenya.opendataforafrica.org/;;-1.2667, 36.8;-1.2667;36.8;;;Kenya - Open Data For Kenya Development Bank Group Open Data;Kenya - Open Data For Kenya Development Bank Group Open Data;kenya;Kenia - Open Data For Kenya Development Bank Group Open Data
African Development Bank Group Open Data;Botswana;Botswana;Botswana;Botsuana;http://botswana.opendataforafrica.org/;;-24.6583, 25.9083;-24.6583;25.9083;;;Botswana - African Development Bank Group Open Data;Botswana - African Development Bank Group Open Data;botswana;Botsuana - African Development Bank Group Open Data
Data.gov.au;Australian Government;Australia;Australie;Australia;http://data.gov.au;Data.gov.au provides an easy way to find, access and reuse public data.;-23.033333, 133.416667;-23.033333;133.416667;;;Australia - Data.gov.au;Australie - Data.gov.au;australia;Australia - Data.gov.au
Instituto Geográfico Nacional;Costa Rica;Costa Rica;Costa Rica;Costa Rica;http://snitcr.go.cr;;9.9333, -84.0833;01/09/9333;-84.0833;;;Costa Rica - Instituto Geográfico Nacional;Costa Rica - Instituto Geográfico Nacional;costa-rica;Costa Rica - Instituto Geográfico Nacional
Météo-france Polynesie Francaise;French Polynesia;France;France;Francia;http://meteo.pf/;;-17.5333, -149.5667;-17.5333;-149.5667;;;France - Météo-france Polynesie Francaise;France - Météo-france Polynesie Francaise;france;Francia - Météo-france Polynesie Francaise
Singapore Land Authority;Singapore;Singapore;Singapour;Singapur;http://www.sla.gov.sg/;;1.3, 103.8;01/03/2016;103.8;;;Singapore - Singapore Land Authority;Singapour - Singapore Land Authority;singapore;Singapur - Singapore Land Authority
Dheerabhat Leelawuttichoke Open Data;Dheerabhat Leelawuttichoke Open Data;Thailand;Thaïlande;Tailandia;http://demo.dheerabhat-l.opendata.arcgis.com;Arcgis OpenData Portal;13.149767138, 101.48998095;13.14976714;101.489981;TRUE;dummy;Thailand - Dheerabhat Leelawuttichoke Open Data;Thaïlande - Dheerabhat Leelawuttichoke Open Data;thailand;Tailandia - Dheerabhat Leelawuttichoke Open Data
Taiwan Government Open Data Portal;National Development Council;Taiwan, Republic Of China;Taïwan, République de Chine;Taiwán;http://data.gov.tw;transparent,health,weather,environment,water,budget,spending,procurement,location,education,etc;25.0429103, 121.5200874;25.0429103;121.5200874;;;Taiwan, Republic Of China - Taiwan Government Open Data Portal;Taïwan, République de Chine - Taiwan Government Open Data Portal;taiwan-republic-of-china;Taiwán - Taiwan Government Open Data Portal
Info Bridge Consultants Ltd;Info Bridge Consultants Ltd;Tanzania, United Republic of;Tanzanie, République-Unie de;Tanzania;http://data.ibc.opendata.arcgis.com;Arcgis OpenData Portal;-6.47123250125, 34.9124625455;-6.471232501;34.91246255;;;Tanzania, United Republic of - Info Bridge Consultants Ltd;Tanzanie, République-Unie de - Info Bridge Consultants Ltd;tanzania-united-republic-of;Tanzania - Info Bridge Consultants Ltd
Cybertech Systems& Software;Cybertech Systems& Software;India;Inde;India;http://data.csslce.opendata.arcgis.com;Arcgis OpenData Portal;21.8467028445, 82.7994804353;21.84670284;82.79948044;;;India - Cybertech Systems& Software;Inde - Cybertech Systems& Software;india;India - Cybertech Systems& Software
Esri EASolutions;Esri EASolutions;Kenya;Kenya;Kenia;http://vegetation.esrieasolutions.opendata.arcgis.com;Arcgis OpenData Portal;0.392403506326, 37.9007437955;0.3924035063;37.9007438;;;Kenya - Esri EASolutions;Kenya - Esri EASolutions;kenya;Kenia - Esri EASolutions
Hawaii Open Data;United States;United States;Etats-Unis;Estados Unidos de América;http://data.hawaii.gov/;;21.30722, -157.85722;21.30722;-157.85722;;;United States - Hawaii Open Data;Etats-Unis - Hawaii Open Data;united-states;Estados Unidos de América - Hawaii Open Data
Lesotho Meteorological Services;Lesotho;Lesotho;Lesotho;Lesoto;http://lesmet.org.ls/;;-29.4667, 27.9333;-29.4667;27.9333;;;Lesotho - Lesotho Meteorological Services;Lesotho - Lesotho Meteorological Services;lesotho;Lesoto - Lesotho Meteorological Services
Ministry Of Education;Seychelles;Seychelles;Seychelles;Seychelles;http://www.education.gov.sc/;;-4.6167, 55.45;-4.6167;55.45;;;Seychelles - Ministry Of Education;Seychelles - Ministry Of Education;seychelles;Seychelles - Ministry Of Education
Open Data Time_ Enable TEST;Open Data Time_ Enable TEST;United States;Etats-Unis;Estados Unidos de América;http://data26.ess.opendata.arcgis.com;Arcgis OpenData Portal;38.1454963092, -95.2214201166;38.14549631;-95.22142012;TRUE;dummy;United States - Open Data Time_ Enable TEST;Etats-Unis - Open Data Time_ Enable TEST;united-states;Estados Unidos de América - Open Data Time_ Enable TEST
Mississippi Public Service Commission Open Data;Mississippi Public Service Commission Open Data;United States;Etats-Unis;Estados Unidos de América;http://mpsc.mississippi.opendata.arcgis.com;Arcgis OpenData Portal;38.1454963093, -95.2214201167;38.14549631;-95.22142012;;;United States - Mississippi Public Service Commission Open Data;Etats-Unis - Mississippi Public Service Commission Open Data;united-states;Estados Unidos de América - Mississippi Public Service Commission Open Data
Maui County Land Mapping Portal;Maui County Land Mapping Portal;United States;Etats-Unis;Estados Unidos de América;http://mauicountydataportal.malama.opendata.arcgis.com;Arcgis OpenData Portal;38.1454963093, -95.2214201167;38.14549631;-95.22142012;;;United States - Maui County Land Mapping Portal;Etats-Unis - Maui County Land Mapping Portal;united-states;Estados Unidos de América - Maui County Land Mapping Portal
Scott Manning - Population Estimates < 10k Bc;United States;United States;Etats-Unis;Estados Unidos de América;http://scottmanning.com/content/year-by-year-world-population-estimates/;;39.95, -75.1667;39.95;-75.1667;;;United States - Scott Manning - Population Estimates < 10k Bc;Etats-Unis - Scott Manning - Population Estimates < 10k Bc;united-states;Estados Unidos de América - Scott Manning - Population Estimates < 10k Bc
JULIA5;JULIA5;United States;Etats-Unis;Estados Unidos de América;http://data27.ess.opendata.arcgis.com;Arcgis OpenData Portal;38.1454963092, -95.2214201165;38.14549631;-95.22142012;TRUE;;United States - JULIA5;Etats-Unis - JULIA5;united-states;Estados Unidos de América - JULIA5
Portal de Transparencia y Datos Abiertos;Ayuntamiento de Valencia;Spain;Espagne;España;http://gobiernoabierto.valencia.es;;39.4699709, -0.3795781;39.4699709;-0.3795781;;;Spain - Portal de Transparencia y Datos Abiertos;Espagne - Portal de Transparencia y Datos Abiertos;spain;España - Portal de Transparencia y Datos Abiertos
Open Fda Adverse Drug Events;United States;United States;Etats-Unis;Estados Unidos de América;http://open.fda.gov/drug/event/;;38.8951, -77.0367;38.8951;-77.0367;;;United States - Open Fda Adverse Drug Events;Etats-Unis - Open Fda Adverse Drug Events;united-states;Estados Unidos de América - Open Fda Adverse Drug Events
Maryland Open Data;United States;United States;Etats-Unis;Estados Unidos de América;http://spending.dbm.maryland.gov;;38.97278, -76.50111;38.97278;-76.50111;;;United States - Maryland Open Data;Etats-Unis - Maryland Open Data;united-states;Estados Unidos de América - Maryland Open Data
Colorado Open Data;United States;United States;Etats-Unis;Estados Unidos de América;http://data.opencolorado.org;;39.7391, -104.9849;39.7391;-104.9849;;;United States - Colorado Open Data;Etats-Unis - Colorado Open Data;united-states;Estados Unidos de América - Colorado Open Data
Univerisity Of Kwazulu-natal - African Centre For Population/health Studies;South Africa;South Africa;Afrique du Sud;Sudáfrica;http://www.africacentre.ac.za/;;-29.0, 31.0;-29;31;TRUE;;South Africa - Univerisity Of Kwazulu-natal - African Centre For Population/health Studies;Afrique du Sud - Univerisity Of Kwazulu-natal - African Centre For Population/health Studies;south-africa;Sudáfrica - Univerisity Of Kwazulu-natal - African Centre For Population/health Studies
Matrícula Educativa;Ministerio de Educación de Bolivia;Bolivia;Bolivie;Bolivia;http://reportes.sie.gob.bo/;Subsistema de Educación Regular;-16.5023775, -68.1336451;-16.5023775;-68.1336451;;;Bolivia - Matrícula Educativa;Bolivie - Matrícula Educativa;bolivia;Bolivia - Matrícula Educativa
Tanzania Meteorological Agency;Tanzania, United Republic Of;Tanzania, United Republic Of;Tanzanie;Tanzania;http://meteo.go.tz;;-6.307, 34.854;-6307;34854;;;Tanzania, United Republic Of - Tanzania Meteorological Agency;Tanzanie - Tanzania Meteorological Agency;tanzania-united-republic-of;Tanzania - Tanzania Meteorological Agency
Portal De Dados Abertos Do Senado Federal (brazil);Senado Federal (brazil);Brazil;Brésil;Brasil;http://dadosabertos.senado.gov.br/;Open Data Portal for the Brazilian Federal Senate. Uses CKAN.;-10.0, -55.0;-10;-55;;;Brazil - Portal De Dados Abertos Do Senado Federal (brazil);Brésil - Portal De Dados Abertos Do Senado Federal (brazil);brazil;Brasil - Portal De Dados Abertos Do Senado Federal (brazil)
Open Government Data Saudi;Government Data Saudi;Saudi Arabia;Arabie Saoudite;Arabia Saudita;http://www.saudi.gov.sa/wps/portal/;Saudi e-Government National Portal;25.0, 45.0;25;45;;;Saudi Arabia - Open Government Data Saudi;Arabie Saoudite - Open Government Data Saudi;saudi-arabia;Arabia Saudita - Open Government Data Saudi
African Development Bank Group Open Data;Sierra Leone;Sierra Leone;Sierra Leone;Sierra Leona;http://sierraleone.opendataforafrica.org/;;8.4844, -13.2344;01/08/4844;-13.2344;;;Sierra Leone - African Development Bank Group Open Data;Sierra Leone - African Development Bank Group Open Data;sierra-leone;Sierra Leona - African Development Bank Group Open Data
United Nations Statistics Division;United Nations;United States;Etats-Unis;Estados Unidos de América;http://unstats.un.org;;40.749, -73.968;40749;-73968;;;United States - United Nations Statistics Division;Etats-Unis - United Nations Statistics Division;united-states;Estados Unidos de América - United Nations Statistics Division
African Development Bank Group Open Data;Madagascar;Madagascar;Madagascar;Madagascar;http://madagascar.opendataforafrica.org/;;-20.0, 47.0;-20;47;;;Madagascar - African Development Bank Group Open Data;Madagascar - African Development Bank Group Open Data;madagascar;Madagascar - African Development Bank Group Open Data
African Development Bank Group Open Data;Djibouti;Djibouti;Djibouti;Yibuti;http://djibouti.opendataforafrica.org/;;11.5883, 43.145;01/11/5883;43145;;;Djibouti - African Development Bank Group Open Data;Djibouti - African Development Bank Group Open Data;djibouti;Yibuti - African Development Bank Group Open Data
African Development Bank Group Open Data;Rwanda;Rwanda;Rwanda;Ruanda;http://rwanda.opendataforafrica.org/;;-1.9403, 29.8739;-1.9403;29.8739;;;Rwanda - African Development Bank Group Open Data;Rwanda - African Development Bank Group Open Data;rwanda;Ruanda - African Development Bank Group Open Data
Ukrainian Hydrometeorological Center;Ukraine;Ukraine;Ukraine;Ucrania;http://meteo.gov.ua/;;49.0, 32.0;49;32;;;Ukraine - Ukrainian Hydrometeorological Center;Ukraine - Ukrainian Hydrometeorological Center;ukraine;Ucrania - Ukrainian Hydrometeorological Center
Hong Kong Observatory;Hong Kong;China;Chine;China;http://www.hko.gov.hk/publica/pubdata.htm;;22.267, 114.188;22267;114188;;;China - Hong Kong Observatory;Chine - Hong Kong Observatory;china;China - Hong Kong Observatory
Statistics Finland;Finland;Finland;Finlande;Finlandia;http://www.stat.fi/org/avoindata/index_en.html;;64.0, 26.0;64;26;;;Finland - Statistics Finland;Finlande - Statistics Finland;finland;Finlandia - Statistics Finland
ICATEST(Open Data);ICATEST(Open Data);Uruguay;Uruguay;Uruguay;http://data.icatest.opendata.arcgis.com;Arcgis OpenData Portal;-32.5067308575, -55.7078448924;-32.50673086;-55.70784489;TRUE;nodata;Uruguay - ICATEST(Open Data);Uruguay - ICATEST(Open Data);uruguay;Uruguay - ICATEST(Open Data)
Wyndham City Council Data;Wyndham City Council;Australia;Australie;Australia;http://data.gov.au/organization/wyndham-city-council;Wyndham City Council open data;-37.897427, 144.670497;-37.897427;144.670497;;;Australia - Wyndham City Council Data;Australie - Wyndham City Council Data;australia;Australia - Wyndham City Council Data
Dirección De Meteorología E Hidrología;Paraguay;Paraguay;Paraguay;Paraguay;http://meteorologia.gov.py/;;-25.2667, -57.6667;-25.2667;-57.6667;;;Paraguay - Dirección De Meteorología E Hidrología;Paraguay - Dirección De Meteorología E Hidrología;paraguay;Paraguay - Dirección De Meteorología E Hidrología
Observatorio Agroambiental;Ministerio de Desarollo Rural y Tierras;Bolivia;Bolivie;Bolivia;http://www.observatorioagro.gob.bo:8080/birt/report/index.jsp;;-16.4987094, -68.1373069;-16.4987094;-68.1373069;;;Bolivia - Observatorio Agroambiental;Bolivie - Observatorio Agroambiental;bolivia;Bolivia - Observatorio Agroambiental
Cook Islands Meteorological Service;Cook Islands;Cook Islands;Iles Cook;Islas Cook;http://cookislands.pacificweather.org/;;-21.2, -159.7667;-21.2;-159.7667;;;Cook Islands - Cook Islands Meteorological Service;Iles Cook - Cook Islands Meteorological Service;cook-islands;Islas Cook - Cook Islands Meteorological Service
Ministry Of Mines And Mining Development;Zimbabwe;Zimbabwe;Zimbabwe;Zimbabue;http://mines.gov.zw;;-17.8333, 31.05;-17.8333;31/05/2016;;;Zimbabwe - Ministry Of Mines And Mining Development;Zimbabwe - Ministry Of Mines And Mining Development;zimbabwe;Zimbabue - Ministry Of Mines And Mining Development
Rwanda Meteorological Agency;Rwanda;Rwanda;Rwanda;Ruanda;http://meteorwanda.gov.rw/;;-1.9403, 29.8739;-1.9403;29.8739;;;Rwanda - Rwanda Meteorological Agency;Rwanda - Rwanda Meteorological Agency;rwanda;Ruanda - Rwanda Meteorological Agency
GeoSinager;GeoSinager;Bolivia;Bolivie;Bolivia;http://geosinager.defensacivil.gob.bo/;;-16.5023775, -68.1336451;-16.5023775;-68.1336451;;;Bolivia - GeoSinager;Bolivie - GeoSinager;bolivia;Bolivia - GeoSinager
Honolulu, Hawaii;Honolulu County, Hawaii;United States;Etats-Unis;Estados Unidos de América;http://can-do.honolulu.gov/;"CAN-DO Honolulu. Citizens Analyzing Numbers Discover Opportunity

The City & County of Honolulu’s goal is to provide the public with an unprecedented amount of access to information previously unavailable from prior administrations.  This is part of a national trend in government towards “transparency.”  Can-Do Honolulu will serve the people of Honolulu as an indispensable conduit to their government.";21.3069444, -157.8583333;21.3069444;-157.8583333;;;United States - Honolulu, Hawaii;Etats-Unis - Honolulu, Hawaii;united-states;Estados Unidos de América - Honolulu, Hawaii
Suwannee River Water Management District Open Data Portal;Suwannee River Water Management District Open Data Portal;United States;Etats-Unis;Estados Unidos de América;http://data.srwmd.opendata.arcgis.com;Arcgis OpenData Portal;29.9193857039, -82.9826505854;29.9193857;-82.98265059;;;United States - Suwannee River Water Management District Open Data Portal;Etats-Unis - Suwannee River Water Management District Open Data Portal;united-states;Estados Unidos de América - Suwannee River Water Management District Open Data Portal
City of Sugar Land Open Data;City of Sugar Land Open Data;United States;Etats-Unis;Estados Unidos de América;http://public2.cosl.opendata.arcgis.com;Arcgis OpenData Portal;29.5955008486, -95.6265216827;29.59550085;-95.62652168;TRUE;;United States - City of Sugar Land Open Data;Etats-Unis - City of Sugar Land Open Data;united-states;Estados Unidos de América - City of Sugar Land Open Data
City of Richardson,Texas;City of Richardson,Texas;United States;Etats-Unis;Estados Unidos de América;http://opendata.richardson.opendata.arcgis.com;Arcgis OpenData Portal;32.9647508245, -96.7007978633;32.96475082;-96.70079786;FALSE;;United States - City of Richardson,Texas;Etats-Unis - City of Richardson,Texas;united-states;Estados Unidos de América - City of Richardson,Texas
County Assessor Data Sharing Site;County Assessor Data Sharing Site;United States;Etats-Unis;Estados Unidos de América;http://countyassessordatasharingsite-2.assessoroffice.opendata.arcgis.com;Arcgis OpenData Portal;31.5716658299, -98.6271818354;31.57166583;-98.62718184;;;United States - County Assessor Data Sharing Site;Etats-Unis - County Assessor Data Sharing Site;united-states;Estados Unidos de América - County Assessor Data Sharing Site
